Scan Count	Temperature [ITS-90, deg C]	Conductivity [S/m]	Pressure, Strain Gauge [db]	Depth [salt water, m]	Oxygen Saturation, Weiss [ml/l]	Salinity, Practical [PSU]
1	15.56221	0.0002344	0.0679	0.0675	6.962032	0.00839
2	15.56313	0.0002344	0.0678	0.0674	6.961895	0.00839
3	15.56404	0.0002252	0.0648	0.0644	6.961760	0.00836
4	15.56502	0.0002283	0.0678	0.0675	6.961613	0.00837
5	15.56600	0.0002344	0.0708	0.0705	6.961465	0.00839
6	15.56665	0.0002283	0.0679	0.0675	6.961369	0.00837
7	15.56757	0.0002252	0.0739	0.0735	6.961232	0.00836
8	15.56842	0.0002252	0.0679	0.0675	6.961106	0.00836
9	15.56933	0.0002283	0.0647	0.0644	6.960969	0.00837
10	15.57018	0.0002252	0.0648	0.0644	6.960842	0.00836
11	15.57109	0.0002221	0.0617	0.0613	6.960706	0.00835
12	15.57181	0.0002252	0.0709	0.0705	6.960598	0.00836
13	15.57260	0.0002252	0.0678	0.0674	6.960481	0.00836
14	15.57331	0.0002221	0.0708	0.0704	6.960374	0.00836
15	15.57423	0.0002252	0.0677	0.0674	6.960237	0.00837
16	15.57501	0.0002252	0.0647	0.0644	6.960120	0.00837
17	15.57567	0.0002221	0.0647	0.0644	6.960023	0.00836
18	15.57638	0.0002159	0.0678	0.0674	6.959916	0.00834
19	15.57710	0.0002221	0.0708	0.0704	6.959808	0.00836
20	15.57795	0.0002159	0.0708	0.0704	6.959682	0.00834
21	15.57860	0.0002252	0.0647	0.0643	6.959583	0.00837
22	15.57939	0.0002221	0.0708	0.0704	6.959466	0.00836
23	15.58004	0.0002159	0.0708	0.0705	6.959370	0.00834
24	15.58050	0.0002221	0.0738	0.0734	6.959301	0.00836
25	15.58154	0.0000926	0.0919	0.0914	6.959158	0.00804
26	15.58220	-0.0000153	0.1351	0.1343	6.959402	0.00000
27	15.58285	0.0000310	0.1414	0.1406	6.958964	0.00801
28	15.58377	0.0000495	0.1382	0.1374	6.958828	0.00800
29	15.58429	0.0000464	0.1383	0.1375	6.958750	0.00800
30	15.58481	0.0001019	0.1274	0.1267	6.958670	0.00805
31	15.58546	0.0002159	0.0921	0.0916	6.958560	0.00834
