"Plot Title: 1"
"#","Date Time, GMT-09:00","Temp, °C"
1,02/17/12 08:09:16 AM,24.774
2,02/17/12 09:09:16 AM,19.984
3,02/17/12 10:09:16 AM,17.201
4,02/17/12 11:09:16 AM,15.724
5,02/17/12 12:09:16 PM,15.270
6,02/17/12 01:09:16 PM,16.463
7,02/17/12 02:09:16 PM,16.439
8,02/17/12 03:09:16 PM,14.912
9,02/17/12 04:09:16 PM,9.435
10,02/17/12 05:09:16 PM,1.398
11,02/17/12 06:09:16 PM,-12.380
12,02/17/12 07:09:16 PM,-15.264
13,02/17/12 08:09:16 PM,-15.466
14,02/17/12 09:09:16 PM,-18.120
15,02/17/12 10:09:16 PM,-19.423
16,02/17/12 11:09:16 PM,-19.746
17,02/18/12 12:09:16 AM,-20.026
18,02/18/12 01:09:16 AM,-19.700
19,02/18/12 02:09:16 AM,-18.474
20,02/18/12 03:09:16 AM,-20.073
21,02/18/12 04:09:16 AM,-20.547
22,02/18/12 05:09:16 AM,-20.642
23,02/18/12 06:09:16 AM,-20.738
24,02/18/12 07:09:16 AM,-20.356
25,02/18/12 08:09:16 AM,-17.253
26,02/18/12 09:09:16 AM,-18.832
27,02/18/12 10:09:16 AM,-20.073
28,02/18/12 11:09:16 AM,-20.073
29,02/18/12 12:09:16 PM,-20.120
30,02/18/12 01:09:16 PM,-19.423
31,02/18/12 02:09:16 PM,-17.770
32,02/18/12 03:09:16 PM,-6.962
33,02/18/12 04:09:16 PM,2.209
34,02/18/12 05:09:16 PM,6.077
35,02/18/12 06:09:16 PM,8.817
36,02/18/12 07:09:16 PM,11.370
37,02/18/12 08:09:16 PM,13.377
38,02/18/12 09:09:16 PM,11.492
39,02/18/12 10:09:16 PM,5.924
40,02/18/12 11:09:16 PM,4.454
41,02/19/12 12:09:16 AM,3.643
42,02/19/12 01:09:16 AM,3.063
43,02/19/12 02:09:16 AM,2.797
44,02/19/12 03:09:16 AM,2.584
45,02/19/12 04:09:16 AM,2.423
46,02/19/12 05:09:16 AM,2.396
47,02/19/12 06:09:16 AM,2.503
48,02/19/12 07:09:16 AM,2.557
49,02/19/12 08:09:16 AM,5.179
50,02/19/12 09:09:16 AM,5.179
51,02/19/12 10:09:16 AM,5.231
52,02/19/12 11:09:16 AM,5.231
53,02/19/12 12:09:16 PM,5.257
54,02/19/12 01:09:16 PM,5.231
55,02/19/12 02:09:16 PM,5.360
56,02/19/12 03:09:16 PM,5.360
57,02/19/12 04:09:16 PM,5.334
58,02/19/12 05:09:16 PM,5.128
59,02/19/12 06:09:16 PM,5.282
60,02/19/12 07:09:16 PM,5.282
61,02/19/12 08:09:16 PM,5.179
62,02/19/12 09:09:16 PM,5.179
63,02/19/12 10:09:16 PM,5.179
64,02/19/12 11:09:16 PM,5.179
65,02/20/12 12:09:16 AM,5.231
66,02/20/12 01:09:16 AM,5.334
67,02/20/12 02:09:16 AM,5.334
68,02/20/12 03:09:16 AM,5.257
69,02/20/12 04:09:16 AM,5.282
70,02/20/12 05:09:16 AM,5.385
71,02/20/12 06:09:16 AM,5.308
72,02/20/12 07:09:16 AM,5.334
73,02/20/12 08:09:16 AM,5.257
74,02/20/12 09:09:16 AM,5.231
75,02/20/12 10:09:16 AM,5.179
76,02/20/12 11:09:16 AM,5.231
77,02/20/12 12:09:16 PM,5.205
78,02/20/12 01:09:16 PM,5.308
79,02/20/12 02:09:16 PM,5.231
80,02/20/12 03:09:16 PM,5.385
81,02/20/12 04:09:16 PM,5.360
82,02/20/12 05:09:16 PM,5.334
83,02/20/12 06:09:16 PM,5.308
84,02/20/12 07:09:16 PM,5.308
85,02/20/12 08:09:16 PM,5.205
86,02/20/12 09:09:16 PM,5.102
87,02/20/12 10:09:16 PM,5.154
88,02/20/12 11:09:16 PM,5.154
89,02/21/12 12:09:16 AM,5.231
90,02/21/12 01:09:16 AM,5.179
91,02/21/12 02:09:16 AM,5.231
92,02/21/12 03:09:16 AM,5.282
93,02/21/12 04:09:16 AM,5.282
94,02/21/12 05:09:16 AM,5.282
95,02/21/12 06:09:16 AM,5.179
96,02/21/12 07:09:16 AM,5.308
97,02/21/12 08:09:16 AM,5.231
98,02/21/12 09:09:16 AM,3.380
99,02/21/12 10:09:16 AM,4.194
100,02/21/12 11:09:16 AM,6.889
101,02/21/12 12:09:16 PM,6.230
102,02/21/12 01:09:16 PM,4.480
103,02/21/12 02:09:16 PM,3.854
104,02/21/12 03:09:16 PM,3.722
105,02/21/12 04:09:16 PM,3.406
106,02/21/12 05:09:16 PM,3.274
107,02/21/12 06:09:16 PM,3.142
108,02/21/12 07:09:16 PM,3.063
109,02/21/12 08:09:16 PM,2.770
110,02/21/12 09:09:16 PM,2.343
111,02/21/12 10:09:16 PM,2.074
112,02/21/12 11:09:16 PM,2.074
113,02/22/12 12:09:16 AM,2.209
114,02/22/12 01:09:16 AM,2.396
115,02/22/12 02:09:16 AM,2.021
116,02/22/12 03:09:16 AM,1.262
