Date 	Time 	Temp
10/22/09	11:14:43	26.15
10/22/09	12:14:43	23.26
10/22/09	13:14:43	9.33
10/22/09	14:14:43	7.02
10/22/09	15:14:43	7.02
10/22/09	16:14:43	7.02
10/22/09	17:14:43	7.02
10/22/09	18:14:43	7.02
10/22/09	19:14:43	7.02
10/22/09	20:14:43	7.02
10/22/09	21:14:43	7.02
10/22/09	22:14:43	7.02
10/22/09	23:14:43	7.02
10/23/09	00:14:43	7.02
10/23/09	01:14:43	7.02
10/23/09	02:14:43	7.02
10/23/09	03:14:43	7.02
10/23/09	04:14:43	7.02
10/23/09	05:14:43	7.02
10/23/09	06:14:43	7.02
10/23/09	07:14:43	7.02
10/23/09	08:14:43	7.02
10/23/09	09:14:43	7.02
10/23/09	10:14:43	7.89
10/23/09	11:14:43	7.60
10/23/09	12:14:43	7.89
10/23/09	13:14:43	7.60
10/23/09	14:14:43	8.18
10/23/09	15:14:43	7.02
10/23/09	16:14:43	7.02
10/23/09	17:14:43	7.02
10/23/09	18:14:43	7.02
10/23/09	19:14:43	7.02
10/23/09	20:14:43	7.02
10/23/09	21:14:43	7.02
10/23/09	22:14:43	6.74
10/23/09	23:14:43	7.02
10/24/09	00:14:43	7.02
10/24/09	01:14:43	7.02
10/24/09	02:14:43	7.02
10/24/09	03:14:43	7.02
10/24/09	04:14:43	7.02
10/24/09	05:14:43	7.02
10/24/09	06:14:43	7.02
10/24/09	07:14:43	7.02
10/24/09	08:14:43	7.02
10/24/09	09:14:43	7.02
10/24/09	10:14:43	6.74
10/24/09	11:14:43	7.31
10/24/09	12:14:43	7.02
10/24/09	13:14:43	7.60
10/24/09	14:14:43	6.45
10/24/09	15:14:43	6.74
10/24/09	16:14:43	7.31
10/24/09	17:14:43	7.31
10/24/09	18:14:43	7.31
10/24/09	19:14:43	7.31
10/24/09	20:14:43	7.31
10/24/09	21:14:43	7.31
10/24/09	22:14:43	7.31
10/24/09	23:14:43	7.31
10/25/09	00:14:43	7.31
10/25/09	01:14:43	7.31
10/25/09	02:14:43	7.31
10/25/09	03:14:43	7.31
10/25/09	04:14:43	7.31
10/25/09	05:14:43	7.31
10/25/09	06:14:43	7.31
10/25/09	07:14:43	7.31
10/25/09	08:14:43	7.31
10/25/09	09:14:43	7.02
10/25/09	10:14:43	7.02
10/25/09	11:14:43	7.31
10/25/09	12:14:43	7.31
10/25/09	13:14:43	7.31
10/25/09	14:14:43	7.60
10/25/09	15:14:43	7.89
10/25/09	16:14:43	7.89
10/25/09	17:14:43	7.89
10/25/09	18:14:43	7.89
10/25/09	19:14:43	7.89
10/25/09	20:14:43	7.89
10/25/09	21:14:43	7.89
10/25/09	22:14:43	7.89
10/25/09	23:14:43	7.89
10/26/09	00:14:43	7.89
10/26/09	01:14:43	7.89
10/26/09	02:14:43	7.89
10/26/09	03:14:43	7.89
10/26/09	04:14:43	7.89
10/26/09	05:14:43	7.89
10/26/09	06:14:43	7.89
10/26/09	07:14:43	7.89
10/26/09	08:14:43	7.89
10/26/09	09:14:43	7.89
10/26/09	10:14:43	7.89
10/26/09	11:14:43	6.16
10/26/09	12:14:43	6.74
10/26/09	13:14:43	7.02
10/26/09	14:14:43	7.02
10/26/09	15:14:43	6.74
10/26/09	16:14:43	6.16
10/26/09	17:14:43	6.45
10/26/09	18:14:43	6.16
10/26/09	19:14:43	5.58
10/26/09	20:14:43	5.30
10/26/09	21:14:43	5.30
10/26/09	22:14:43	5.30
10/26/09	23:14:43	5.30
10/27/09	00:14:43	5.30
10/27/09	01:14:43	5.01
10/27/09	02:14:43	4.72
