"Date Time, GMT-08:00"	"Temp, °C (LGR S/N: 10378087, SEN S/N: 10378087)"	"Coupler Detached (LGR S/N: 10378087)"	"Coupler Attached (LGR S/N: 10378087)"	"Host Connected (LGR S/N: 10378087)"	"Stopped (LGR S/N: 10378087)"	"End Of File (LGR S/N: 10378087)"
10/25/16 09:21:53 AM	17.724					
10/25/16 09:21:56 AM		Logged				
10/25/16 10:21:53 AM	17.510					
10/25/16 11:21:53 AM	17.201					
10/25/16 12:21:53 PM	17.106					
10/25/16 01:21:53 PM	9.139					
10/25/16 02:21:53 PM	7.293					
10/25/16 03:21:53 PM	7.368					
10/25/16 04:21:53 PM	7.393					
10/25/16 05:21:53 PM	7.393					
10/25/16 06:21:53 PM	7.393					
10/25/16 07:21:53 PM	7.293					
10/25/16 08:21:53 PM	7.268					
10/25/16 09:21:53 PM	7.293					
10/25/16 10:21:53 PM	6.914					
10/25/16 11:21:53 PM	7.015					
10/26/16 12:21:53 AM	7.167					
10/26/16 01:21:53 AM	7.091					
10/26/16 02:21:53 AM	7.142					
10/26/16 03:21:53 AM	7.242					
10/26/16 04:21:53 AM	7.368					
10/26/16 05:21:53 AM	7.393					
10/26/16 06:21:53 AM	7.368					
10/26/16 07:21:53 AM	7.368					
10/26/16 08:21:53 AM	3.168					
10/26/16 09:21:53 AM	4.141					
10/26/16 10:21:53 AM	4.063					
10/26/16 11:21:53 AM	4.610					
10/26/16 12:21:53 PM	4.792					
10/26/16 01:21:53 PM	5.565					
10/26/16 02:21:53 PM	4.895					
10/26/16 03:21:53 PM	6.788					
10/26/16 04:21:53 PM	6.611					
10/26/16 05:21:53 PM	6.661					
10/26/16 06:21:53 PM	6.712					
10/26/16 07:21:53 PM	6.864					
10/26/16 08:21:53 PM	6.965					
10/26/16 09:21:53 PM	6.990					
10/26/16 10:21:53 PM	7.041					
10/26/16 11:21:53 PM	7.066					
10/27/16 12:21:53 AM	6.965					
10/27/16 01:21:53 AM	6.889					
10/27/16 02:21:53 AM	6.965					
10/27/16 03:21:53 AM	7.091					
10/27/16 04:21:53 AM	6.585					
10/27/16 05:21:53 AM	6.509					
10/27/16 06:21:53 AM	6.661					
10/27/16 07:21:53 AM	7.167					
10/27/16 08:21:53 AM	6.864					
10/27/16 09:21:53 AM	6.940					
10/27/16 10:21:53 AM	6.965					
10/27/16 11:21:53 AM	7.217					
10/27/16 12:21:53 PM	6.458					
10/27/16 01:21:53 PM	6.281					
10/27/16 02:21:53 PM	7.469					
10/27/16 03:21:53 PM	7.519					
10/27/16 04:21:53 PM	7.544					
10/27/16 05:21:53 PM	7.544					
10/27/16 06:21:53 PM	7.544					
10/27/16 07:21:53 PM	7.544					
10/27/16 08:21:53 PM	7.544					
10/27/16 09:21:53 PM	7.519					
10/27/16 10:21:53 PM	7.519					
10/27/16 11:21:53 PM	7.519					
10/28/16 12:21:53 AM	7.519					
10/28/16 01:21:53 AM	7.494					
10/28/16 02:21:53 AM	7.494					
10/28/16 03:21:53 AM	7.519					
10/28/16 04:21:53 AM	7.519					
10/28/16 05:21:53 AM	7.519					
10/28/16 06:21:53 AM	7.519					
10/28/16 07:21:53 AM	7.519					
10/28/16 08:21:53 AM	5.872					
10/28/16 09:21:53 AM	6.077					
10/28/16 10:21:53 AM	6.357					
10/28/16 11:21:53 AM	6.585					
10/28/16 12:21:53 PM	6.763					
10/28/16 01:21:53 PM	6.889					
10/28/16 02:21:53 PM	6.661					
10/28/16 03:21:53 PM	6.611					
10/28/16 04:21:53 PM	6.889					
10/28/16 05:21:53 PM	7.670					
10/28/16 06:21:53 PM	7.619					
10/28/16 07:21:53 PM	7.619					
10/28/16 08:21:53 PM	7.645					
10/28/16 09:21:53 PM	7.645					
10/28/16 10:21:53 PM	7.645					
10/28/16 11:21:53 PM	7.569					
10/29/16 12:21:53 AM	7.569					
10/29/16 01:21:53 AM	7.670					
10/29/16 02:21:53 AM	7.695					
10/29/16 03:21:53 AM	7.695					
10/29/16 04:21:53 AM	7.695					
10/29/16 05:21:53 AM	7.670					
10/29/16 06:21:53 AM	7.670					
10/29/16 07:21:53 AM	7.619					
10/29/16 08:21:53 AM	7.619					
10/29/16 09:21:53 AM	7.519					
10/29/16 10:21:53 AM	7.519					
10/29/16 11:21:53 AM	7.569					
10/29/16 12:21:53 PM	7.594					
10/29/16 01:21:53 PM	7.469					
10/29/16 02:21:53 PM	12.389					
10/29/16 02:40:07 PM			Logged	Logged		
10/29/16 02:40:14 PM					Logged	Logged
