"Date Time, GMT-08:00"	"Temp, °C (LGR S/N: 10518889, SEN S/N: 10518889)"	"Coupler Detached (LGR S/N: 10518889)"	"Coupler Attached (LGR S/N: 10518889)"	"Host Connected (LGR S/N: 10518889)"	"Stopped (LGR S/N: 10518889)"	"End Of File (LGR S/N: 10518889)"
10/25/16 09:31:54 AM	18.723					
10/25/16 09:31:58 AM		Logged				
10/25/16 10:31:54 AM	17.962					
10/25/16 11:31:54 AM	17.677					
10/25/16 12:31:54 PM	17.653					
10/25/16 01:31:54 PM	10.100					
10/25/16 02:31:54 PM	10.761					
10/25/16 03:31:54 PM	6.484					
10/25/16 04:31:54 PM	6.535					
10/25/16 05:31:54 PM	6.560					
10/25/16 06:31:54 PM	6.535					
10/25/16 07:31:54 PM	6.611					
10/25/16 08:31:54 PM	6.636					
10/25/16 09:31:54 PM	6.661					
10/25/16 10:31:54 PM	6.585					
10/25/16 11:31:54 PM	6.560					
10/26/16 12:31:54 AM	6.535					
10/26/16 01:31:54 AM	6.357					
10/26/16 02:31:54 AM	6.331					
10/26/16 03:31:54 AM	6.382					
10/26/16 04:31:54 AM	6.433					
10/26/16 05:31:54 AM	6.509					
10/26/16 06:31:54 AM	6.560					
10/26/16 07:31:54 AM	6.813					
10/26/16 08:31:54 AM	6.965					
10/26/16 09:31:54 AM	6.560					
10/26/16 10:31:54 AM	6.509					
10/26/16 11:31:54 AM	5.437					
10/26/16 12:31:54 PM	5.154					
10/26/16 01:31:54 PM	8.792					
10/26/16 02:31:54 PM	7.217					
10/26/16 03:31:54 PM	7.217					
10/26/16 04:31:54 PM	7.142					
10/26/16 05:31:54 PM	7.293					
10/26/16 06:31:54 PM	6.763					
10/26/16 07:31:54 PM	6.813					
10/26/16 08:31:54 PM	6.889					
10/26/16 09:31:54 PM	6.990					
10/26/16 10:31:54 PM	7.015					
10/26/16 11:31:54 PM	6.864					
10/27/16 12:31:54 AM	6.940					
10/27/16 01:31:54 AM	6.940					
10/27/16 02:31:54 AM	7.091					
10/27/16 03:31:54 AM	7.142					
10/27/16 04:31:54 AM	7.167					
10/27/16 05:31:54 AM	7.167					
10/27/16 06:31:54 AM	6.737					
10/27/16 07:31:54 AM	6.889					
10/27/16 08:31:54 AM	5.539					
10/27/16 09:31:54 AM	4.818					
10/27/16 10:31:54 AM	4.947					
10/27/16 11:31:54 AM	5.205					
10/27/16 12:31:54 PM	5.102					
10/27/16 01:31:54 PM	5.179					
10/27/16 02:31:54 PM	4.921					
10/27/16 03:31:54 PM	5.205					
10/27/16 04:31:54 PM	7.469					
10/27/16 05:31:54 PM	7.494					
10/27/16 06:31:54 PM	7.469					
10/27/16 07:31:54 PM	7.494					
10/27/16 08:31:54 PM	7.494					
10/27/16 09:31:54 PM	7.494					
10/27/16 10:31:54 PM	7.469					
10/27/16 11:31:54 PM	7.469					
10/28/16 12:31:54 AM	7.469					
10/28/16 01:31:54 AM	7.469					
10/28/16 02:31:54 AM	7.444					
10/28/16 03:31:54 AM	7.469					
10/28/16 04:31:54 AM	7.469					
10/28/16 05:31:54 AM	7.469					
10/28/16 06:31:54 AM	7.469					
10/28/16 07:31:54 AM	7.469					
10/28/16 08:31:54 AM	7.469					
10/28/16 09:31:54 AM	7.469					
10/28/16 10:31:54 AM	7.494					
10/28/16 11:31:54 AM	7.970					
10/28/16 12:31:54 PM	7.167					
10/28/16 01:31:54 PM	7.192					
10/28/16 02:31:54 PM	7.569					
10/28/16 03:31:54 PM	7.494					
10/28/16 04:31:54 PM	7.544					
10/28/16 05:31:54 PM	7.544					
10/28/16 06:31:54 PM	7.569					
10/28/16 07:31:54 PM	7.519					
10/28/16 08:31:54 PM	7.494					
10/28/16 09:31:54 PM	7.494					
10/28/16 10:31:54 PM	7.494					
10/28/16 11:31:54 PM	7.494					
10/29/16 12:31:54 AM	7.519					
10/29/16 01:31:54 AM	7.494					
10/29/16 02:31:54 AM	7.469					
10/29/16 03:31:54 AM	7.469					
10/29/16 04:31:54 AM	7.494					
10/29/16 05:31:54 AM	7.494					
10/29/16 06:31:54 AM	7.494					
10/29/16 07:31:54 AM	7.494					
10/29/16 08:31:54 AM	7.494					
10/29/16 09:31:54 AM	7.469					
10/29/16 09:53:02 AM			Logged	Logged		
10/29/16 09:53:10 AM					Logged	Logged
