"Date Time, GMT-08:00"	"Temp, °C (LGR S/N: 10137836, SEN S/N: 10137836)"	"Coupler Detached (LGR S/N: 10137836)"	"Coupler Attached (LGR S/N: 10137836)"	"Host Connected (LGR S/N: 10137836)"	"Stopped (LGR S/N: 10137836)"	"End Of File (LGR S/N: 10137836)"
10/25/16 09:30:57 AM	17.605					
10/25/16 09:31:02 AM		Logged				
10/25/16 10:30:57 AM	17.819					
10/25/16 11:30:57 AM	17.463					
10/25/16 12:30:57 PM	17.439					
10/25/16 01:30:57 PM	10.320					
10/25/16 02:30:57 PM	6.458					
10/25/16 03:30:57 PM	6.458					
10/25/16 04:30:57 PM	6.560					
10/25/16 05:30:57 PM	6.636					
10/25/16 06:30:57 PM	6.712					
10/25/16 07:30:57 PM	6.788					
10/25/16 08:30:57 PM	6.788					
10/25/16 09:30:57 PM	6.813					
10/25/16 10:30:57 PM	6.940					
10/25/16 11:30:57 PM	6.990					
10/26/16 12:30:57 AM	6.509					
10/26/16 01:30:57 AM	6.458					
10/26/16 02:30:57 AM	6.458					
10/26/16 03:30:57 AM	6.458					
10/26/16 04:30:57 AM	6.458					
10/26/16 05:30:57 AM	6.661					
10/26/16 06:30:57 AM	6.636					
10/26/16 07:30:57 AM	6.737					
10/26/16 08:30:57 AM	6.687					
10/26/16 09:30:57 AM	6.077					
10/26/16 10:30:57 AM	5.796					
10/26/16 11:30:57 AM	6.737					
10/26/16 12:30:57 PM	6.128					
10/26/16 01:30:57 PM	8.070					
10/26/16 02:30:57 PM	6.484					
10/26/16 03:30:57 PM	6.535					
10/26/16 04:30:57 PM	6.611					
10/26/16 05:30:57 PM	6.661					
10/26/16 06:30:57 PM	6.737					
10/26/16 07:30:57 PM	6.813					
10/26/16 08:30:57 PM	6.914					
10/26/16 09:30:57 PM	6.965					
10/26/16 10:30:57 PM	6.965					
10/26/16 11:30:57 PM	6.763					
10/27/16 12:30:57 AM	6.763					
10/27/16 01:30:57 AM	6.788					
10/27/16 02:30:57 AM	6.889					
10/27/16 03:30:57 AM	6.408					
10/27/16 04:30:57 AM	6.433					
10/27/16 05:30:57 AM	6.535					
10/27/16 06:30:57 AM	6.509					
10/27/16 07:30:57 AM	6.636					
10/27/16 08:30:57 AM	6.788					
10/27/16 09:30:57 AM	6.864					
10/27/16 10:30:57 AM	5.128					
10/27/16 11:30:57 AM	5.308					
10/27/16 12:30:57 PM	5.102					
10/27/16 01:30:57 PM	5.179					
10/27/16 02:30:57 PM	4.947					
10/27/16 03:30:57 PM	7.469					
10/27/16 04:30:57 PM	7.469					
10/27/16 05:30:57 PM	7.494					
10/27/16 06:30:57 PM	7.494					
10/27/16 07:30:57 PM	7.469					
10/27/16 08:30:57 PM	7.494					
10/27/16 09:30:57 PM	7.469					
10/27/16 10:30:57 PM	7.469					
10/27/16 11:30:57 PM	7.469					
10/28/16 12:30:57 AM	7.469					
10/28/16 01:30:57 AM	7.444					
10/28/16 02:30:57 AM	7.444					
10/28/16 03:30:57 AM	7.469					
10/28/16 04:30:57 AM	7.469					
10/28/16 05:30:57 AM	7.469					
10/28/16 06:30:57 AM	7.469					
10/28/16 07:30:57 AM	7.494					
10/28/16 08:30:57 AM	7.494					
10/28/16 09:30:57 AM	7.469					
10/28/16 10:30:57 AM	6.560					
10/28/16 11:30:57 AM	6.889					
10/28/16 12:30:57 PM	7.343					
10/28/16 01:30:57 PM	7.091					
10/28/16 02:30:57 PM	6.889					
10/28/16 03:30:57 PM	7.670					
10/28/16 04:30:57 PM	7.670					
10/28/16 05:30:57 PM	7.645					
10/28/16 06:30:57 PM	7.645					
10/28/16 07:30:57 PM	7.645					
10/28/16 08:30:57 PM	7.645					
10/28/16 09:30:57 PM	7.645					
10/28/16 10:30:57 PM	7.645					
10/28/16 11:30:57 PM	7.670					
10/29/16 12:30:57 AM	7.670					
10/29/16 01:30:57 AM	7.670					
10/29/16 02:30:57 AM	7.670					
10/29/16 03:30:57 AM	7.670					
10/29/16 04:30:57 AM	7.670					
10/29/16 05:30:57 AM	7.670					
10/29/16 06:30:57 AM	7.670					
10/29/16 07:30:57 AM	7.645					
10/29/16 08:30:57 AM	7.645					
10/29/16 09:30:57 AM	7.670					
10/29/16 10:30:57 AM	7.645					
10/29/16 11:15:30 AM			Logged	Logged		
10/29/16 11:15:38 AM					Logged	Logged
