"Date Time, GMT-08:00"	"Temp, °C (LGR S/N: 10378086, SEN S/N: 10378086)"	"Coupler Detached (LGR S/N: 10378086)"	"Coupler Attached (LGR S/N: 10378086)"	"Host Connected (LGR S/N: 10378086)"	"Stopped (LGR S/N: 10378086)"	"End Of File (LGR S/N: 10378086)"
10/25/16 09:21:02 AM	17.605					
10/25/16 09:21:06 AM		Logged				
10/25/16 10:21:02 AM	17.344					
10/25/16 11:21:02 AM	17.130					
10/25/16 12:21:02 PM	17.130					
10/25/16 01:21:02 PM	10.418					
10/25/16 02:21:02 PM	6.433					
10/25/16 03:21:02 PM	6.484					
10/25/16 04:21:02 PM	6.408					
10/25/16 05:21:02 PM	6.509					
10/25/16 06:21:02 PM	6.737					
10/25/16 07:21:02 PM	6.763					
10/25/16 08:21:02 PM	6.763					
10/25/16 09:21:02 PM	6.763					
10/25/16 10:21:02 PM	6.712					
10/25/16 11:21:02 PM	6.763					
10/26/16 12:21:02 AM	6.839					
10/26/16 01:21:02 AM	6.788					
10/26/16 02:21:02 AM	6.788					
10/26/16 03:21:02 AM	6.889					
10/26/16 04:21:02 AM	6.484					
10/26/16 05:21:02 AM	6.585					
10/26/16 06:21:02 AM	6.763					
10/26/16 07:21:02 AM	6.965					
10/26/16 08:21:02 AM	6.306					
10/26/16 09:21:02 AM	4.168					
10/26/16 10:21:02 AM	4.220					
10/26/16 11:21:02 AM	4.792					
10/26/16 12:21:02 PM	4.844					
10/26/16 01:21:02 PM	5.591					
10/26/16 02:21:02 PM	5.128					
10/26/16 03:21:02 PM	6.458					
10/26/16 04:21:02 PM	6.509					
10/26/16 05:21:02 PM	6.509					
10/26/16 06:21:02 PM	6.585					
10/26/16 07:21:02 PM	6.788					
10/26/16 08:21:02 PM	6.737					
10/26/16 09:21:02 PM	6.788					
10/26/16 10:21:02 PM	6.864					
10/26/16 11:21:02 PM	6.864					
10/27/16 12:21:02 AM	6.509					
10/27/16 01:21:02 AM	6.585					
10/27/16 02:21:02 AM	6.763					
10/27/16 03:21:02 AM	6.408					
10/27/16 04:21:02 AM	6.382					
10/27/16 05:21:02 AM	6.408					
10/27/16 06:21:02 AM	6.458					
10/27/16 07:21:02 AM	6.763					
10/27/16 08:21:02 AM	6.585					
10/27/16 09:21:02 AM	6.839					
10/27/16 10:21:02 AM	6.763					
10/27/16 11:21:02 AM	5.668					
10/27/16 12:21:02 PM	5.411					
10/27/16 01:21:02 PM	5.385					
10/27/16 02:21:02 PM	5.565					
10/27/16 03:21:02 PM	7.494					
10/27/16 04:21:02 PM	7.619					
10/27/16 05:21:02 PM	7.619					
10/27/16 06:21:02 PM	7.619					
10/27/16 07:21:02 PM	7.619					
10/27/16 08:21:02 PM	7.619					
10/27/16 09:21:02 PM	7.494					
10/27/16 10:21:02 PM	7.469					
10/27/16 11:21:02 PM	7.494					
10/28/16 12:21:02 AM	7.494					
10/28/16 01:21:02 AM	7.494					
10/28/16 02:21:02 AM	7.519					
10/28/16 03:21:02 AM	7.569					
10/28/16 04:21:02 AM	7.544					
10/28/16 05:21:02 AM	7.519					
10/28/16 06:21:02 AM	7.569					
10/28/16 07:21:02 AM	7.594					
10/28/16 08:21:02 AM	7.594					
10/28/16 09:21:02 AM	6.255					
10/28/16 10:21:02 AM	6.357					
10/28/16 11:21:02 AM	6.585					
10/28/16 12:21:02 PM	6.788					
10/28/16 01:21:02 PM	6.940					
10/28/16 02:21:02 PM	6.661					
10/28/16 03:21:02 PM	6.611					
10/28/16 04:21:02 PM	7.619					
10/28/16 05:21:02 PM	7.619					
10/28/16 06:21:02 PM	7.594					
10/28/16 07:21:02 PM	7.619					
10/28/16 08:21:02 PM	7.619					
10/28/16 09:21:02 PM	7.594					
10/28/16 10:21:02 PM	7.594					
10/28/16 11:21:02 PM	7.569					
10/29/16 12:21:02 AM	7.594					
10/29/16 01:21:02 AM	7.619					
10/29/16 02:21:02 AM	7.619					
10/29/16 03:21:02 AM	7.619					
10/29/16 04:21:02 AM	7.619					
10/29/16 05:21:02 AM	7.619					
10/29/16 06:21:02 AM	7.619					
10/29/16 07:21:02 AM	7.569					
10/29/16 08:21:02 AM	7.594					
10/29/16 09:21:02 AM	7.594					
10/29/16 10:21:02 AM	7.594					
10/29/16 11:21:02 AM	7.594					
10/29/16 12:21:02 PM	7.544					
10/29/16 12:24:02 PM			Logged	Logged		
10/29/16 12:24:12 PM					Logged	Logged
