"Plot Title: 11 "
"#"	"Time, GMT-08:00"	"Temp, °C()"
1	09/11/2012 09:10:24 AM	20.055
2	09/11/2012 10:10:24 AM	20.460
3	09/11/2012 11:10:24 AM	21.032
4	09/11/2012 12:10:24 PM	21.604
5	09/11/2012 01:10:24 PM	11.565
6	09/11/2012 02:10:24 PM	5.385
7	09/11/2012 03:10:24 PM	5.385
8	09/11/2012 04:10:24 PM	5.385
9	09/11/2012 05:10:24 PM	5.385
10	09/11/2012 06:10:24 PM	5.411
11	09/11/2012 07:10:24 PM	5.385
12	09/11/2012 08:10:24 PM	5.411
13	09/11/2012 09:10:24 PM	5.385
14	09/11/2012 10:10:24 PM	5.385
15	09/11/2012 11:10:24 PM	5.385
16	09/12/2012 12:10:24 AM	5.385
17	09/12/2012 01:10:24 AM	5.385
18	09/12/2012 02:10:24 AM	5.385
19	09/12/2012 03:10:24 AM	5.411
20	09/12/2012 04:10:24 AM	5.385
21	09/12/2012 05:10:24 AM	5.385
22	09/12/2012 06:10:24 AM	5.411
23	09/12/2012 07:10:24 AM	5.411
24	09/12/2012 08:10:24 AM	5.411
25	09/12/2012 09:10:24 AM	10.932
26	09/12/2012 10:10:24 AM	10.834
27	09/12/2012 11:10:24 AM	11.297
28	09/12/2012 12:10:24 PM	11.929
29	09/12/2012 01:10:24 PM	12.703
30	09/12/2012 02:10:24 PM	13.978
31	09/12/2012 03:10:24 PM	5.205
32	09/12/2012 04:10:24 PM	5.205
33	09/12/2012 05:10:24 PM	5.205
34	09/12/2012 06:10:24 PM	5.205
35	09/12/2012 07:10:24 PM	5.205
36	09/12/2012 08:10:24 PM	5.205
37	09/12/2012 09:10:24 PM	5.205
38	09/12/2012 10:10:24 PM	5.205
39	09/12/2012 11:10:24 PM	5.205
40	09/13/2012 12:10:24 AM	5.205
41	09/13/2012 01:10:24 AM	5.231
42	09/13/2012 02:10:24 AM	5.231
43	09/13/2012 03:10:24 AM	5.205
44	09/13/2012 04:10:24 AM	5.205
45	09/13/2012 05:10:24 AM	5.179
46	09/13/2012 06:10:24 AM	5.179
47	09/13/2012 07:10:24 AM	5.205
48	09/13/2012 08:10:24 AM	5.179
49	09/13/2012 09:10:24 AM	5.205
50	09/13/2012 10:10:24 AM	5.205
51	09/13/2012 11:10:24 AM	5.231
52	09/13/2012 12:10:24 PM	10.345
53	09/13/2012 01:10:24 PM	10.369
54	09/13/2012 02:10:24 PM	5.231
55	09/13/2012 03:10:24 PM	5.231
56	09/13/2012 04:10:24 PM	5.205
57	09/13/2012 05:10:24 PM	5.231
58	09/13/2012 06:10:24 PM	5.205
59	09/13/2012 07:10:24 PM	5.231
60	09/13/2012 08:10:24 PM	5.231
61	09/13/2012 09:10:24 PM	5.257
62	09/13/2012 10:10:24 PM	5.257
63	09/13/2012 11:10:24 PM	5.257
64	09/14/2012 12:10:24 AM	5.231
65	09/14/2012 01:10:24 AM	5.231
66	09/14/2012 02:10:24 AM	5.231
67	09/14/2012 03:10:24 AM	5.231
68	09/14/2012 04:10:24 AM	5.205
69	09/14/2012 05:10:24 AM	5.205
70	09/14/2012 06:10:24 AM	5.205
71	09/14/2012 07:10:24 AM	5.231
72	09/14/2012 08:10:24 AM	5.257
73	09/14/2012 09:10:24 AM	9.903
74	09/14/2012 10:10:24 AM	10.001
