"Plot Title: 11"
"#","Date Time, GMT-08:00","Temp, °C"
1,05/22/12 03:20:09 PM,23.472
2,05/22/12 04:20:09 PM,24.823
3,05/22/12 05:20:09 PM,25.307
4,05/22/12 06:20:09 PM,25.331
5,05/22/12 07:20:09 PM,24.871
6,05/22/12 08:20:09 PM,23.954
7,05/22/12 09:20:09 PM,22.992
8,05/22/12 10:20:09 PM,22.321
9,05/22/12 11:20:09 PM,21.963
10,05/23/12 12:20:09 AM,21.772
11,05/23/12 01:20:09 AM,21.700
12,05/23/12 02:20:09 AM,21.652
13,05/23/12 03:20:09 AM,21.628
14,05/23/12 04:20:09 AM,21.604
15,05/23/12 05:20:09 AM,21.628
16,05/23/12 06:20:09 AM,21.700
17,05/23/12 07:20:09 AM,21.963
18,05/23/12 08:20:09 AM,22.369
19,05/23/12 09:20:09 AM,22.729
20,05/23/12 10:20:09 AM,22.393
21,05/23/12 11:20:09 AM,23.136
22,05/23/12 12:20:09 PM,15.939
23,05/23/12 01:20:09 PM,13.786
24,05/23/12 02:20:09 PM,13.882
25,05/23/12 03:20:09 PM,14.721
26,05/23/12 04:20:09 PM,16.654
27,05/23/12 05:20:09 PM,18.247
28,05/23/12 06:20:09 PM,18.723
29,05/23/12 07:20:09 PM,18.937
30,05/23/12 08:20:09 PM,18.961
31,05/23/12 09:20:09 PM,18.961
32,05/23/12 10:20:09 PM,18.913
33,05/23/12 11:20:09 PM,18.866
34,05/24/12 12:20:09 AM,18.818
35,05/24/12 01:20:09 AM,18.747
36,05/24/12 02:20:09 AM,18.675
37,05/24/12 03:20:09 AM,18.580
38,05/24/12 04:20:09 AM,18.485
39,05/24/12 05:20:09 AM,18.390
40,05/24/12 06:20:09 AM,18.319
41,05/24/12 07:20:09 AM,18.247
42,05/24/12 08:20:09 AM,18.271
43,05/24/12 09:20:09 AM,18.414
44,05/24/12 10:20:09 AM,21.533
45,05/24/12 11:20:09 AM,22.513
46,05/24/12 12:20:09 PM,22.824
47,05/24/12 01:20:09 PM,22.848
48,05/24/12 02:20:09 PM,23.184
49,05/24/12 03:20:09 PM,23.617
50,05/24/12 04:20:09 PM,24.050
51,05/24/12 05:20:09 PM,24.388
52,05/24/12 06:20:09 PM,24.677
53,05/24/12 07:20:09 PM,24.847
54,05/24/12 08:20:09 PM,24.871
55,05/24/12 09:20:09 PM,24.629
56,05/24/12 10:20:09 PM,24.243
57,05/24/12 11:20:09 PM,23.881
58,05/25/12 12:20:09 AM,23.545
59,05/25/12 01:20:09 AM,23.256
60,05/25/12 02:20:09 AM,22.968
61,05/25/12 03:20:09 AM,22.705
62,05/25/12 04:20:09 AM,22.298
63,05/25/12 05:20:09 AM,21.867
64,05/25/12 06:20:09 AM,21.604
65,05/25/12 07:20:09 AM,21.413
66,05/25/12 08:20:09 AM,21.294
67,05/25/12 09:20:09 AM,21.294
68,05/25/12 10:20:09 AM,21.437
69,05/25/12 11:20:09 AM,21.676
70,05/25/12 12:20:09 PM,21.963
71,05/25/12 01:20:09 PM,22.226
72,05/25/12 02:20:09 PM,22.489
73,05/25/12 03:20:09 PM,22.753
74,05/25/12 04:20:09 PM,23.016
75,05/25/12 05:20:09 PM,23.208
76,05/25/12 06:20:09 PM,23.208
77,05/25/12 07:20:09 PM,23.112
78,05/25/12 08:20:09 PM,22.968
79,05/25/12 09:20:09 PM,22.824
80,05/25/12 10:20:09 PM,22.705
81,05/25/12 11:20:09 PM,22.561
82,05/26/12 12:20:09 AM,22.417
83,05/26/12 01:20:09 AM,22.274
84,05/26/12 02:20:09 AM,22.130
85,05/26/12 03:20:09 AM,21.963
86,05/26/12 04:20:09 AM,21.819
87,05/26/12 05:20:09 AM,21.628
88,05/26/12 06:20:09 AM,21.485
89,05/26/12 07:20:09 AM,21.366
90,05/26/12 08:20:09 AM,21.246
91,05/26/12 09:20:09 AM,21.199
